"","Country","WHO_region","T0","T0/2","T0/3","T0/4","T0/5","Criterion","transform","filter","domain"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.48","Romania "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.49","Russian Federation "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.50","San Marino "," EURO",1,1,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.51","Serbia "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.52","Slovakia "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.53","Slovenia "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.54","Spain "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.55","Sweden "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.56","Switzerland "," EURO",1,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.57","Tajikistan "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.58","The United Kingdom "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.59","Trkiye "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.60","Turkmenistan "," EURO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.61","Ukraine "," EURO",1,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.62","Uzbekistan "," EURO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.63","Albania "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.64","Andorra "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.65","Armenia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.66","Austria "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.67","Azerbaijan "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.68","Belarus "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.69","Belgium "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.70","Bosnia and Herzegovina "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.71","Bulgaria "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.72","Croatia "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.73","Cyprus "," EURO",0,1,1,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.74","Czechia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.75","Denmark "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.76","Estonia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.77","Faroe Islands "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.78","Finland "," EURO",1,1,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.79","France "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.80","Georgia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.81","Germany "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.82","Gibraltar "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.83","Greece "," EURO",0,1,1,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.84","Greenland "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.85","Guernsey "," EURO",1,1,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.86","Holy See "," EURO ",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.87","Hungary "," EURO",0,1,1,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.88","Iceland "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.89","Ireland "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.90","Isle of Man "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.91","Israel "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.92","Italy "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.93","Jersey "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.94","Kazakhstan "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.95","Kosovo "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.96","Kyrgyzstan "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.97","Latvia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.98","Liechtenstein "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.99","Lithuania "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.100","Luxembourg "," EURO",1,1,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.101","Malta "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.102","Monaco "," EURO",1,1,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.103","Montenegro "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.104","Netherlands "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.105","North Macedonia "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.106","Norway "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.107","Poland "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.108","Portugal "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.109","Republic of Moldova "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.110","Romania "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.111","Russian Federation "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.112","San Marino "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.113","Serbia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.114","Slovakia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.115","Slovenia "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.116","Spain "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.117","Sweden "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.118","Switzerland "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.119","Tajikistan "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.120","The United Kingdom "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.121","Trkiye "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.122","Turkmenistan "," EURO ",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.123","Ukraine "," EURO",1,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_EURO_tr0_day_high_freq_rect.txt.124","Uzbekistan "," EURO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.1","Bangladesh "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.2","Bhutan "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.3","Democratic Peoples Republic of Korea "," SEARO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.4","India "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.5","Indonesia "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.6","Maldives "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.7","Myanmar "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.8","Nepal "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.9","Sri Lanka "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.10","Thailand "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.11","Timor-Leste "," SEARO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.12","Bangladesh "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.13","Bhutan "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.14","Democratic Peoples Republic of Korea "," SEARO ",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.15","India "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.16","Indonesia "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.17","Maldives "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.18","Myanmar "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.19","Nepal "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.20","Sri Lanka "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.21","Thailand "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_SEARO_tr0_day_high_freq_rect.txt.22","Timor-Leste "," SEARO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.1","American Samoa "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.2","Australia "," WPRO",1,1,1,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.3","Brunei Darussalam "," WPRO",1,1,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.4","Cambodia "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.5","China "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.6","Cook Islands "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.7","Fiji "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.8","French Polynesia "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.9","Guam "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.10","Japan "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.11","Kiribati "," WPRO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.12","Lao Peoples Democratic Republic "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.13","Malaysia "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.14","Marshall Islands "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.15","Micronesia (Federated States of) "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.16","Mongolia "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.17","Nauru "," WPRO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.18","New Caledonia "," WPRO",1,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.19","New Zealand "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.20","Niue "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.21","Northern Mariana Islands (Commonwealth of the) "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.22","Palau "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.23","Papua New Guinea "," WPRO",1,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.24","Philippines "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.25","Pitcairn Islands "," WPRO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.26","Republic of Korea "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.27","Samoa "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.28","Singapore "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.29","Solomon Islands "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.30","Tokelau "," WPRO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.31","Tonga "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.32","Tuvalu "," WPRO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.33","Vanuatu "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.34","Viet Nam "," WPRO",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.35","Wallis and Futuna "," WPRO ",0,0,0,0,0,"BIC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.36","American Samoa "," WPRO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.37","Australia "," WPRO",1,1,1,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.38","Brunei Darussalam "," WPRO",1,1,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.39","Cambodia "," WPRO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.40","China "," WPRO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.41","Cook Islands "," WPRO",0,0,0,0,0,"SC",0,"none","none"
"/Volumes/Newsmy 1/phd/Data Science and Management/automatic_method-main/WHO/Results_WPRO_tr0_day_high_freq_rect.txt.42","Fiji "," WPRO",0,0,0,0,0,"SC",0,"none","none"
